Biała Podlaska City||{"type":"MultiPolygon","coordinates":[[[[23.1564445495606,52.0222549438476],[23.13710212707525,52.01858520507824],[23.11584091186529,52.01933288574229],[23.10445976257335,52.02206802368169],[23.08346176147472,52.03171157836914],[23.07559585571294,52.04075241088872],[23.07454490661632,52.05311584472667],[23.07828330993658,52.06208038330089],[23.09390830993657,52.07591629028331],[23.11784362792974,52.08198928833018],[23.1327629089356,52.08177185058593],[23.15915107727045,52.07423782348632],[23.182466506958,52.07017135620128],[23.1950969696046,52.06621170043939],[23.20292282104492,52.05697250366216],[23.20401000976568,52.04747390747082],[23.20223617553716,52.03853607177739],[23.19520759582514,52.0317878723145],[23.17347145080566,52.02524566650401],[23.1564445495606,52.0222549438476]]]]}
Białystok City||{"type":"MultiPolygon","coordinates":[[[[23.13468742370605,53.09881591796875],[23.10766410827642,53.09746551513671],[23.09145164489751,53.12449264526373],[23.09009742736827,53.15016555786127],[23.09955406188959,53.16908264160167],[23.12523078918457,53.17178344726573],[23.15090370178233,53.16502761840832],[23.1644172668457,53.15962219238281],[23.1644172668457,53.13394927978521],[23.14279747009288,53.11233139038091],[23.13468742370605,53.09881591796875]]]]}
Bielsko-Biała||{"type":"MultiPolygon","coordinates":[[[[19.01092910766601,49.73067092895502],[18.98701667785638,49.73207473754888],[18.95837211608886,49.73278808593756],[18.96311569213872,49.7381973266601],[18.97078514099126,49.74823760986334],[18.9806632995606,49.75568389892583],[18.98566436767578,49.76635360717773],[18.99160575866704,49.77698135375987],[18.98736953735357,49.78517150878905],[18.97709655761718,49.79270172119152],[18.97269821166997,49.79776000976562],[18.97254180908203,49.80483245849609],[18.98117446899414,49.81190490722662],[18.98961639404308,49.8146705627442],[19.00082397460943,49.81737899780279],[19.01116752624511,49.82118606567388],[19.02779579162609,49.8297004699707],[19.06458282470714,49.84992599487304],[19.08003807067871,49.85423660278331],[19.10627365112299,49.84786224365246],[19.11462211608892,49.84420013427746],[19.12450218200683,49.83829879760742],[19.13479042053234,49.82781600952148],[19.13674163818359,49.82074356079101],[19.13708305358886,49.80766296386718],[19.14047050476068,49.7986068725587],[19.15187454223632,49.78794860839855],[19.16743278503423,49.77880859375011],[19.1376457214356,49.77144241333019],[19.12742424011236,49.76801681518566],[19.10543251037609,49.75858688354497],[19.08309745788574,49.75280761718755],[19.06782341003417,49.74931335449218],[19.04539489746093,49.74691772460948],[19.03307533264165,49.74266815185552],[19.02249145507812,49.73749542236328],[19.01092910766601,49.73067092895502]]]]}
Bydgoszcz City||{"type":"MultiPolygon","coordinates":[[[[18.18769073486333,53.07452011108404],[18.17895507812505,53.070957183838],[18.17165756225597,53.06653594970702],[18.16625595092779,53.0600929260255],[18.16564369201665,53.05252838134771],[18.1712932586671,53.04559326171874],[18.18846893310552,53.03730010986339],[18.1761131286621,53.01948547363286],[18.15955734252935,53.0077629089356],[18.1435890197755,53.00011825561523],[18.12664413452159,52.98988342285156],[18.11039924621576,52.98981475830089],[18.09097480773925,52.99728775024419],[18.0782680511474,53.00625228881841],[18.06600761413585,53.01233673095714],[18.04521560668939,53.01758193969737],[18.02598190307617,53.02953720092778],[18.00998306274414,53.03685760498052],[17.9977645874024,53.04445648193359],[17.9855346679688,53.05176544189459],[17.94730949401861,53.06642150878912],[17.93457412719738,53.07371139526367],[17.92325592041009,53.08098983764648],[17.91523742675775,53.08594131469726],[17.89311790466308,53.10778427124034],[17.88322257995611,53.11741256713867],[17.88041687011724,53.12410354614263],[17.87681007385253,53.15610504150396],[17.88215827941894,53.17501449584961],[17.89793968200689,53.18633270263672],[17.9136848449707,53.19008255004883],[17.9427585601806,53.19032669067388],[17.96610450744634,53.18797302246105],[17.98368644714355,53.18212509155278],[18.00370216369634,53.18066024780284],[18.01758956909179,53.18446350097656],[18.02919578552257,53.1952896118164],[18.04257011413585,53.19529724121093],[18.05015182495128,53.19120025634771],[18.06339836120599,53.18301391601574],[18.07434654235845,53.18039321899419],[18.08676528930675,53.18013000488287],[18.10929107666021,53.18225860595714],[18.12376785278331,53.18730926513671],[18.133882522583,53.18912887573242],[18.15116691589355,53.18778610229491],[18.1765632629395,53.17980194091807],[18.18707466125482,53.17375183105468],[18.19950866699224,53.16656112670893],[18.21288108825694,53.15763092041021],[18.22661209106439,53.14286041259765],[18.22986984252929,53.1364631652832],[18.23115730285644,53.12829208374023],[18.23043632507335,53.11630630493169],[18.22541427612316,53.10633468627929],[18.21415519714361,53.09806060791015],[18.20195579528814,53.09037399291997],[18.18769073486333,53.07452011108404]]]]}
Bytom||{"type":"MultiPolygon","coordinates":[[[[18.90076446533197,50.2997055053712],[18.88431358337396,50.29007720947271],[18.87032127380376,50.28620147705078],[18.85823249816905,50.28850173950201],[18.84688186645502,50.29333877563471],[18.83845710754394,50.29725265502935],[18.83241271972661,50.30733871459966],[18.81529998779308,50.31799697875976],[18.79251861572271,50.32601547241211],[18.78687477111822,50.336353302002],[18.78348922729497,50.34963607788085],[18.79993629455566,50.35123825073247],[18.81768608093267,50.35361480712896],[18.83572769165044,50.34990692138672],[18.8532276153565,50.34621047973632],[18.86293792724615,50.34390258789068],[18.87904167175292,50.33832931518565],[18.89396286010753,50.32871246337885],[18.89933204650878,50.32001113891612],[18.90044212341314,50.31113815307617],[18.90076446533197,50.2997055053712]]]]}
Chełm City||{"type":"MultiPolygon","coordinates":[[[[23.58238601684581,51.12366104125976],[23.57912063598638,51.11812210083007],[23.5653533935548,51.10576629638666],[23.5568294525147,51.1039924621582],[23.5471477508546,51.10401153564464],[23.5317096710205,51.10666656494151],[23.52176475524907,51.11040115356456],[23.50859260559082,51.11832809448242],[23.49979019165044,51.12111663818365],[23.47749328613281,51.11974716186534],[23.46393203735357,51.12392807006846],[23.459062576294,51.13080596923827],[23.46060562133788,51.13647842407232],[23.470386505127,51.14314651489263],[23.4818515777589,51.14914321899425],[23.49324607849121,51.15398406982433],[23.51077842712396,51.15357589721679],[23.53168487548833,51.14633560180664],[23.56271362304687,51.14186859130859],[23.574296951294,51.13769149780284],[23.58149147033691,51.13033294677745],[23.58238601684581,51.12366104125976]]]]}
Chorzów||{"type":"MultiPolygon","coordinates":[[[[18.85993766784667,50.22402572631841],[18.85709953308105,50.23810577392589],[18.85062789916997,50.24610137939464],[18.84263610839843,50.25033950805669],[18.83192825317388,50.25318527221685],[18.8261547088623,50.26373291015625],[18.82459068298351,50.27530288696294],[18.82713890075683,50.2841339111328],[18.83845710754394,50.29725265502935],[18.84688186645502,50.29333877563471],[18.85823249816905,50.28850173950201],[18.87032127380376,50.28620147705078],[18.88431358337396,50.29007720947271],[18.89726638793945,50.28210067749023],[18.90608978271495,50.27195358276378],[18.91485404968261,50.26262283325189],[18.91866683959966,50.25623321533197],[18.92221069335943,50.24752044677734],[18.92696762084972,50.24135208129888],[18.93722534179687,50.23157119750976],[18.92984962463378,50.22527313232427],[18.9192886352539,50.22311782836925],[18.90243911743164,50.2228507995606],[18.85993766784667,50.22402572631841]]]]}
Częstochowa City||{"type":"MultiPolygon","coordinates":[[[[19.01500511169433,50.78372573852538],[19.02235984802257,50.78846740722662],[19.03071594238281,50.79646301269531],[19.04256820678705,50.80439758300792],[19.05750656127929,50.81490325927728],[19.07268714904785,50.82461166381841],[19.08067321777343,50.83038330078125],[19.093433380127,50.8295059204102],[19.10741424560552,50.82516860961914],[19.11687469482421,50.82517242431651],[19.12548828125,50.82805633544916],[19.13611793518077,50.83787918090814],[19.14540290832525,50.8426055908203],[19.15862083435058,50.84308624267589],[19.16743659973155,50.83876037597656],[19.17267417907726,50.83058166503906],[19.1771907806397,50.8124008178712],[19.19737625122075,50.79738616943359],[19.20875167846679,50.7901153564453],[19.21687126159673,50.78483581542974],[19.22152519226068,50.77587127685552],[19.2226276397705,50.76232910156255],[19.2197551727296,50.75236892700201],[19.21165466308588,50.743579864502],[19.20405960083013,50.73060226440435],[19.18564987182617,50.71929168701183],[19.16990661621093,50.71690750122082],[19.12659835815435,50.71574783325201],[19.11377525329589,50.71474075317388],[19.10005187988292,50.71159362792974],[19.09135055542003,50.70773315429687],[19.06984710693365,50.69747543334972],[19.05348205566417,50.69618225097661],[19.03050994873046,50.70296096801763],[19.01662063598644,50.71073532104497],[19.00274658203136,50.71937179565435],[18.99655532836925,50.72545623779296],[18.99498558044433,50.73290634155279],[18.99765014648431,50.74345779418957],[19.00712585449224,50.75407028198247],[19.01062965393077,50.76351928710943],[19.01500511169433,50.78372573852538]]]]}
Dąbrowa Górnicza||{"type":"MultiPolygon","coordinates":[[[[19.34320259094243,50.26768493652338],[19.32765960693359,50.26617813110357],[19.32220840454101,50.26733779907237],[19.31387519836431,50.26626586914067],[19.30425834655773,50.26791763305675],[19.29203033447271,50.26735687255859],[19.275562286377,50.26498794555669],[19.26693534851074,50.26387405395513],[19.24863052368164,50.26547622680675],[19.22919654846202,50.26752471923828],[19.20792961120616,50.27287292480468],[19.19526481628417,50.27588653564447],[19.17206764221191,50.28189468383783],[19.15042686462402,50.2844963073731],[19.14831733703618,50.29214477539062],[19.14818763732904,50.30279922485357],[19.1545963287354,50.31075286865245],[19.16446685791021,50.31988906860351],[19.17288780212396,50.32503509521495],[19.18486404418939,50.32987213134765],[19.19502639770507,50.33474731445318],[19.20492362976085,50.33682632446283],[19.2128677368164,50.3406143188477],[19.21576118469238,50.34733581542974],[19.21520614624023,50.36612701416015],[19.21851730346685,50.37435531616222],[19.22677993774425,50.37902832031261],[19.23488044738775,50.37881088256836],[19.24772453308105,50.37523651123057],[19.25658798217773,50.37316131591791],[19.25852012634288,50.360767364502],[19.26609230041503,50.35067749023437],[19.27476119995117,50.34778213500982],[19.29376029968273,50.34802246093749],[19.30317115783697,50.34498977661144],[19.31819534301757,50.33605957031255],[19.3300952911378,50.32717895507824],[19.34233283996593,50.32318496704107],[19.35073661804204,50.32283020019531],[19.36266517639165,50.32347869873052],[19.3756656646729,50.31851577758783],[19.40027046203618,50.2992820739746],[19.40703010559082,50.28765487670898],[19.43023681640619,50.28710174560558],[19.43115234375011,50.28316497802734],[19.42497062683111,50.27829360961914],[19.40887260437011,50.25767898559569],[19.37113761901861,50.26197433471685],[19.34320259094243,50.26768493652338]]]]}
