Kiev City|Kyiv|{"type":"MultiPolygon","coordinates":[[[[30.46630477905273,50.58700942993175],[30.46658325195329,50.58112716674815],[30.47582244873052,50.58111190795909],[30.47609901428251,50.5752296447755],[30.47637748718289,50.5693473815918],[30.49486160278314,50.56932067871099],[30.50493621826171,50.55166625976573],[30.50521087646512,50.54578399658202],[30.51473617553727,50.53989028930669],[30.52398681640641,50.53987884521484],[30.53378677368181,50.52810668945317],[30.53433227539068,50.5163459777832],[30.53460311889648,50.51046371459966],[30.53829193115251,50.51045989990245],[30.54385948181157,50.51045608520507],[30.55311584472667,50.51044464111339],[30.56237411499034,50.51043319702148],[30.56210327148431,50.51631546020507],[30.56183433532743,50.52219390869145],[30.5615634918214,50.52807617187499],[30.56129264831537,50.53395462036138],[30.58909416198758,50.53392410278325],[30.59836578369157,50.53391265869151],[30.60764122009271,50.53390502929699],[30.61691665649425,50.53389358520507],[30.62619590759277,50.53388214111333],[30.63547515869168,50.53387069702148],[30.65404319763183,50.53385162353521],[30.66333198547368,50.53384017944347],[30.67235565185563,50.539707183838],[30.68111610412626,50.55145263671886],[30.69040870666509,50.55144119262695],[30.69996833801292,50.54555130004882],[30.70926284790056,50.54553604125976],[30.70899963378923,50.55141448974614],[30.70820808410672,50.56905364990234],[30.71750831604026,50.5690422058106],[30.73585128784185,50.5748901367188],[30.75420188903814,50.58074188232422],[30.76376914978049,50.57484436035162],[30.77307701110845,50.5748291015625],[30.78238677978526,50.57481002807628],[30.79195594787626,50.56891250610362],[30.80126380920416,50.56889343261718],[30.80152130126953,50.56301116943364],[30.8017768859865,50.55713272094726],[30.81134033203153,50.5512313842774],[30.81159210205095,50.54535293579101],[30.81184577941911,50.53947067260748],[30.80278968811041,50.53361129760753],[30.80304145812982,50.52772903442393],[30.80329322814941,50.52184677124023],[30.79423904418967,50.51598739624023],[30.77588844299322,50.5101432800294],[30.74851036071799,50.4984359741212],[30.73946952819841,50.49257278442388],[30.73956680297862,50.49034118652349],[30.7397232055664,50.48669052124035],[30.74926757812499,50.48079299926769],[30.75855827331543,50.48077774047863],[30.76785087585443,50.48075866699218],[30.77714538574224,50.48073959350591],[30.76810264587402,50.47488021850597],[30.75905990600602,50.46901702880864],[30.759111404419,50.4678077697755],[30.75930976867704,50.46313476562511],[30.75955772399908,50.45725250244151],[30.75052070617681,50.45138931274419],[30.76005554199247,50.4454917907716],[30.76030158996593,50.439609527588],[30.77912139892606,50.43369293212895],[30.79794120788602,50.42777252197265],[30.80747032165555,50.42187118530284],[30.80771064758306,50.41598892211913],[30.80795288085931,50.41010665893554],[30.80819129943841,50.404224395752],[30.81771469116216,50.39832305908214],[30.80867004394559,50.39245986938487],[30.79010200500505,50.39250183105474],[30.78082084655755,50.39252471923833],[30.78106117248563,50.38664245605479],[30.78130149841314,50.3807601928712],[30.79058265686041,50.38074111938476],[30.79081916809093,50.37485885620123],[30.78154182434082,50.37487792968744],[30.77250480651861,50.3690185546875],[30.75419425964361,50.36317443847662],[30.74492263793939,50.36319351196288],[30.72662353515647,50.35734558105469],[30.70857620239263,50.34561538696289],[30.6995582580568,50.33974838256836],[30.69029617309575,50.33976364135748],[30.68103408813493,50.33977890014654],[30.67177581787103,50.3397941589356],[30.66226959228532,50.34568786621088],[30.65276336669922,50.35158157348638],[30.64375305175798,50.34571075439453],[30.63450050354004,50.34572219848638],[30.62524414062516,50.34573364257812],[30.61624717712419,50.33986663818365],[30.61638450622587,50.33666229248052],[30.61700248718278,50.32222366333013],[30.63624382019037,50.30455780029297],[30.63649368286155,50.29867553710943],[30.6459846496582,50.29278182983398],[30.64623260498064,50.28689956665038],[30.65572547912603,50.28100585937511],[30.66497230529802,50.2809944152832],[30.67446517944341,50.27510070800792],[30.68395423889165,50.2692031860351],[30.68419265747075,50.26332092285156],[30.67518806457525,50.25745391845708],[30.65669631958013,50.25748062133783],[30.64720916748064,50.26337814331066],[30.63772010803239,50.26926803588878],[30.62847900390619,50.26927947998052],[30.62872505188005,50.26340103149413],[30.63845443725614,50.25162506103526],[30.63869667053222,50.2457427978515],[30.64818000793473,50.23984909057622],[30.63918113708501,50.23398208618175],[30.62994575500494,50.23399353027349],[30.63018989563016,50.22811126708989],[30.63942527771001,50.22809982299799],[30.63043022155767,50.22222900390636],[30.62119865417497,50.22224044799804],[30.61196327209489,50.22225189208995],[30.60273170471219,50.22226333618169],[30.59325408935547,50.22815704345714],[30.59251785278314,50.24580001831066],[30.59202194213872,50.25756072998058],[30.5827903747558,50.25757217407232],[30.55509757995628,50.25759506225591],[30.55434036254911,50.27523803710943],[30.55332565307622,50.29875946044933],[30.54358482360856,50.31053161621099],[30.54332542419461,50.31641006469721],[30.54306983947748,50.32229232788097],[30.5246028900147,50.3223037719727],[30.51536941528325,50.32230758667003],[30.50588226318359,50.32819366455077],[30.50561904907232,50.33407592773437],[30.49639320373535,50.3340797424317],[30.4958705902099,50.34584045410167],[30.48638343811063,50.35172653198242],[30.47689628601097,50.35761260986333],[30.46767616272,50.35762023925786],[30.44951057434087,50.35174560546886],[30.44029998779302,50.35174942016601],[30.43109321594249,50.35175323486339],[30.43082809448242,50.35763549804693],[30.43976783752447,50.36351394653332],[30.43029594421403,50.36940002441406],[30.43923377990745,50.37527847290045],[30.43912124633817,50.37776565551763],[30.4389667510988,50.38116073608404],[30.42322921752935,50.39562225341808],[30.41974830627447,50.39882278442382],[30.410005569458,50.41059494018566],[30.3910655975344,50.42237472534185],[30.37241363525396,50.42827606201166],[30.37214279174827,50.43416213989257],[30.37186813354509,50.44004821777354],[30.36241340637235,50.44593811035161],[30.35323333740245,50.44594573974615],[30.35295867919927,50.45183181762689],[30.352685928345,50.45771789550781],[30.34350967407232,50.45772552490239],[30.32571983337413,50.44595718383789],[30.31682777404813,50.44007110595714],[30.30739593505864,50.44595718383789],[30.29851150512718,50.44006729125976],[30.29878234863287,50.4341773986817],[30.28989982604997,50.42828369140619],[30.28074836730962,50.42827987670904],[30.27160072326688,50.42827224731451],[30.27187347412115,50.42238235473638],[30.26272773742692,50.42237472534185],[30.25358772277832,50.42236709594732],[30.25331306457547,50.42825698852544],[30.24390220642084,50.43413925170898],[30.2436294555664,50.44003295898443],[30.252494812012,50.44593429565429],[30.25222015380859,50.45182800292974],[30.26081466674816,50.46361541748046],[30.26054382324212,50.46950912475591],[30.26026725769071,50.47539901733403],[30.2599925994873,50.48129272460949],[30.26858711242687,50.49308013916027],[30.26803970336942,50.50486373901361],[30.276908874512,50.5107536315919],[30.27663230896018,50.51664733886719],[30.28550720214872,50.5225334167481],[30.29438209533708,50.52841949462885],[30.30326461791998,50.53430175781261],[30.30298614501958,50.54019165039074],[30.31214714050321,50.5401840209962],[30.31159210205083,50.5519638061524],[30.31103897094743,50.56374359130859],[30.32020187377929,50.56373214721685],[30.32103538513189,50.54606628417974],[30.33047866821306,50.54016494750976],[30.33107185363775,50.54055786132818],[30.33937263488764,50.54603958129893],[30.33909416198747,50.55192947387706],[30.32992362976068,50.55194091796875],[30.33881759643583,50.55781936645513],[30.33853912353527,50.56370544433588],[30.33826065063487,50.56959533691417],[30.32909011840848,50.56960678100591],[30.31048393249528,50.57552337646479],[30.30104637146018,50.58142852783214],[30.31908988952653,50.58729171752929],[30.33770370483392,50.58137130737304],[30.35605812072759,50.58133697509771],[30.36495971679693,50.58720397949218],[30.36440086364774,50.59897613525402],[30.38278388977056,50.59893417358398],[30.39226531982444,50.59302902221679],[30.41067886352544,50.59299087524413],[30.42911148071289,50.59295272827159],[30.43833351135282,50.59293746948253],[30.46602439880393,50.59289169311528],[30.46630477905273,50.58700942993175]]]]}
Alchevs'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[38.72956848144531,48.52247619628906],[38.73847579956054,48.52196502685552],[38.75629425048828,48.5209465026856],[38.76600265502935,48.52632904052734],[38.77491378784179,48.52581787109381],[38.78302764892578,48.51942062377935],[38.79113769531261,48.51301956176752],[38.80004882812505,48.51251220703136],[38.80896377563487,48.51200485229503],[38.80815887451171,48.50611495971691],[38.81707382202148,48.50560760498052],[38.8259887695313,48.50510406494135],[38.82518005371093,48.49921417236328],[38.82356643676763,48.4874382019044],[38.82275772094726,48.48154830932611],[38.8211441040039,48.46976852416991],[38.8203353881837,48.46388244628917],[38.81953048706054,48.45799255371088],[38.81062316894525,48.45849609375005],[38.79281616210943,48.45949935913091],[38.78311157226574,48.45411300659179],[38.77420806884765,48.45461654663097],[38.76530838012706,48.45512008666998],[38.76451110839843,48.44922637939452],[38.75561141967773,48.4497299194337],[38.74671554565435,48.4502296447755],[38.73861312866205,48.45662689208995],[38.72971725463867,48.45713424682611],[38.72082138061534,48.45763778686529],[38.72241210937505,48.46942520141607],[38.73210525512706,48.47481536865234],[38.73290252685552,48.48070907592779],[38.73449325561529,48.49249649047857],[38.72718429565429,48.504795074463],[38.71907424926763,48.51119613647466],[38.71986770629894,48.51708984375011],[38.72956848144531,48.52247619628906]]]]}
Berdychivs'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[28.61570549011235,49.93686294555663],[28.6252727508546,49.93123245239263],[28.63444709777832,49.9315299987793],[28.64361953735351,49.93182754516607],[28.65279006958007,49.93212127685557],[28.65393829345714,49.91434478759771],[28.66348266601574,49.90871429443354],[28.67302322387695,49.90307998657238],[28.6821842193604,49.90336990356451],[28.68256378173839,49.89744567871104],[28.6920948028565,49.89181518554692],[28.69246864318853,49.88589096069347],[28.6833152770996,49.88560104370117],[28.67378234863292,49.89123153686534],[28.66462516784662,49.89094161987305],[28.6650047302246,49.88501739501964],[28.65622711181651,49.87879562377935],[28.64706420898448,49.87850189208989],[28.63828849792491,49.87228012084966],[28.63905334472667,49.86043167114257],[28.64821052551275,49.8607292175294],[28.64859199523931,49.85480499267578],[28.6302776336671,49.85420608520518],[28.62149810791021,49.84798049926757],[28.61195373535161,49.85360336303716],[28.61118125915538,49.86545181274419],[28.60162544250488,49.87107467651367],[28.58328247070312,49.87046432495128],[28.57410812377941,49.87015533447276],[28.57371711730968,49.87608337402354],[28.57293319702153,49.88793563842778],[28.58054351806651,49.91194915771496],[28.5793666839599,49.92972946166998],[28.57897186279308,49.93565750122082],[28.5881576538087,49.9359588623048],[28.59734344482416,49.93626403808599],[28.60691642761236,49.9306373596192],[28.61570549011235,49.93686294555663]]]]}
Bilotserkivs'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[30.09801292419433,49.82685470581055],[30.10733795166026,49.82103347778331],[30.11615562438964,49.82697677612316],[30.12522888183599,49.82703781127929],[30.13455963134771,49.82120895385753],[30.14364242553716,49.82126617431646],[30.15297317504888,49.81543731689464],[30.15322875976562,49.80955505371094],[30.1623134613037,49.8096084594727],[30.17140007019054,49.80966186523443],[30.17164993286138,49.80377960205089],[30.17190170288097,49.79789733886713],[30.17215347290039,49.79201507568359],[30.17240333557134,49.7861328125],[30.17265129089361,49.78025054931646],[30.18173980712901,49.78030395507824],[30.18198966979986,49.77442169189464],[30.17315483093261,49.76848983764648],[30.16406822204595,49.76843261718755],[30.16382026672368,49.77431488037109],[30.15473747253423,49.77426147460937],[30.15498733520507,49.76837921142577],[30.14565658569336,49.77420425415038],[30.12725448608404,49.77997207641607],[30.10885810852056,49.78573226928721],[30.09047317504894,49.79148864746099],[30.08115577697753,49.79730987548839],[30.08090019226079,49.80319213867199],[30.08064842224121,49.80907821655273],[30.07158660888671,49.80900955200207],[30.0627841949464,49.80305862426763],[30.06303977966319,49.79717254638671],[30.06329536437994,49.79129028320312],[30.05424118042003,49.79122161865229],[30.05398559570306,49.79710388183605],[30.04467964172357,49.80291748046875],[30.04442024230962,49.80880355834966],[30.05321884155279,49.8147583007813],[30.05296325683599,49.82064437866222],[30.07988166809087,49.82672882080078],[30.07082176208501,49.82666397094726],[30.07962608337413,49.83261489868169],[30.07937049865733,49.83849716186523],[30.07911491394037,49.8443832397462],[30.0881786346436,49.84444808959966],[30.08843612670898,49.83856201171875],[30.09775733947753,49.83274078369146],[30.09801292419433,49.82685470581055]]]]}
Brovars'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[30.77714538574224,50.48073959350591],[30.76785087585443,50.48075866699218],[30.75855827331543,50.48077774047863],[30.74926757812499,50.48079299926769],[30.7397232055664,50.48669052124035],[30.73956680297862,50.49034118652349],[30.73946952819824,50.49257278442388],[30.74851036071783,50.4984359741212],[30.77588844299322,50.5101432800294],[30.79423904418951,50.51598739624023],[30.80329322814941,50.52184677124023],[30.80304145812982,50.52772903442393],[30.80278968811041,50.53361129760753],[30.81209564208995,50.53359222412109],[30.82165336608886,50.52769088745128],[30.83120918273931,50.5217857360841],[30.85031700134277,50.50997924804687],[30.8596248626709,50.50995635986327],[30.87848472595209,50.50402450561529],[30.87872505187999,50.4981460571289],[30.86966133117675,50.49228668212895],[30.86035537719726,50.49230957031261],[30.85104751586919,50.49233627319336],[30.84174537658702,50.49235916137701],[30.83244132995611,50.4923820495606],[30.8233871459962,50.48652267456065],[30.82289314270019,50.49828338623041],[30.81359100341802,50.49830627441406],[30.80453872680669,50.4924430847169],[30.80478668212896,50.48656463623052],[30.80503463745117,50.48068237304699],[30.79598426818841,50.47482299804681],[30.78643989562999,50.48072052001964],[30.77714538574224,50.48073959350591]]]]}
Chernihivs'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[31.25132560729992,51.5566291809082],[31.26113319396984,51.55062866210937],[31.26132965087884,51.544677734375],[31.2615242004395,51.53872680664074],[31.28073692321771,51.53864669799799],[31.29052925109874,51.53266143798828],[31.29071807861328,51.52671432495123],[31.30050468444829,51.52073669433599],[31.31971740722656,51.520664215088],[31.32932281494146,51.52062606811528],[31.33893203735351,51.52058792114257],[31.32914352416986,51.52656555175781],[31.31935119628906,51.53254318237299],[31.32877731323242,51.53844833374018],[31.33839035034185,51.53841018676769],[31.3385734558106,51.53246688842779],[31.34818458557128,51.53242874145513],[31.35779762268072,51.53239059448242],[31.36741256713873,51.53234863281255],[31.37720298767101,51.52637481689453],[31.37737655639659,51.52043914794921],[31.36793708801275,51.51454162597656],[31.35850334167491,51.5086441040039],[31.33946037292491,51.50278091430658],[31.32985687255859,51.50281906127929],[31.32042694091808,51.49691772460949],[31.3307113647462,51.47316360473643],[31.32144737243657,51.46134185791015],[31.31201934814464,51.4554443359375],[31.29299926757806,51.44957733154302],[31.27415275573736,51.43778228759776],[31.25498199462902,51.43783569335932],[31.2453956604005,51.43785858154297],[31.2452278137207,51.44378662109375],[31.23547363281255,51.44973754882817],[31.22589111328125,51.44976425170892],[31.22606277465826,51.44383621215832],[31.21631050109874,51.4497909545899],[31.22571945190441,51.45569610595709],[31.21596336364751,51.46165466308604],[31.20620346069341,51.46761703491216],[31.21578407287608,51.46758651733404],[31.22519493103038,51.47349548339855],[31.22501564025879,51.47943115234374],[31.22483634948741,51.48536682128906],[31.22465324401866,51.49130630493175],[31.20547866821294,51.49137115478521],[31.20510482788097,51.50325775146479],[31.21469688415538,51.50322341918945],[31.2145061492921,51.5091705322265],[31.20491600036626,51.50920486450201],[31.19513320922857,51.51519012451177],[31.20453071594249,51.52110290527349],[31.21412467956554,51.52106475830078],[31.21392631530773,51.52701950073241],[31.23292160034185,51.53289413452159],[31.2323226928712,51.55075836181635],[31.24192428588878,51.55071640014648],[31.24172210693359,51.55667495727544],[31.25132560729992,51.5566291809082]]]]}
Chernivets'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[26.01322174072277,48.29224777221685],[26.01406478881847,48.28644180297851],[26.01490592956554,48.2806396484375],[26.01574516296386,48.27483749389648],[26.0068473815919,48.27450180053716],[25.9987850189209,48.26836776733398],[25.98099136352538,48.26769256591797],[25.97293090820318,48.26155471801763],[25.97376441955572,48.25576019287121],[25.96486663818359,48.25542068481451],[25.95596885681163,48.25508117675781],[25.9381771087647,48.25440597534179],[25.91954994201665,48.25953292846674],[25.9098186492921,48.26500701904296],[25.88145828247076,48.27563476562511],[25.87172508239746,48.28112030029307],[25.84251594543462,48.29759597778325],[25.82304000854492,48.30859375000011],[25.84971046447753,48.30957031250011],[25.87553024291997,48.31637191772455],[25.89246368408208,48.32284545898443],[25.89160919189453,48.32867050170904],[25.88186264038091,48.33417129516601],[25.87211608886712,48.33967590332042],[25.86322784423833,48.33934783935541],[25.86237144470215,48.34517669677739],[25.8615112304688,48.35100555419922],[25.87757110595708,48.36331558227539],[25.88387298583989,48.38113403320312],[25.89276123046874,48.38145446777355],[25.90165138244634,48.38177871704113],[25.91053962707519,48.38210678100591],[25.92029571533208,48.37659835815441],[25.93721008300781,48.38307952880859],[25.95412635803234,48.389560699463],[25.96389007568359,48.38405609130864],[25.97993659973139,48.39636993408214],[25.98883247375494,48.39669418334961],[26.01464653015142,48.40349960327159],[26.01551818847667,48.3976707458496],[26.0163917541505,48.39184188842784],[26.00836372375488,48.38568496704107],[26.0092334747315,48.37985610961925],[26.010103225708,48.37402725219726],[26.03592872619634,48.38083648681646],[26.04569625854497,48.37533950805664],[26.02876663208019,48.36885452270507],[26.02963447570806,48.36302947998047],[26.03050041198736,48.35720825195318],[26.04113006591796,48.34589385986328],[26.04199218750005,48.3400764465332],[26.03481101989745,48.32810974121093],[26.02676582336431,48.32196426391601],[26.00896453857427,48.3213005065919],[26.01957321166997,48.3100090026856],[26.02042579650878,48.30419921875011],[26.01322174072277,48.29224777221685]]]]}
Dubnivs'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[25.75656509399419,50.43629074096685],[25.7664794921875,50.43078231811529],[25.77571487426757,50.43120574951172],[25.78495407104497,50.43163299560552],[25.78563117980956,50.425693511963],[25.79554557800304,50.42018508911132],[25.78698348999023,50.41382217407237],[25.78834152221679,50.40194702148449],[25.78902053833019,50.3960075378418],[25.790376663208,50.38413619995116],[25.79105377197259,50.37820053100597],[25.78182029724132,50.37777709960937],[25.77326583862304,50.37141418457042],[25.77462577819824,50.35954284667974],[25.76539611816412,50.35911560058599],[25.75616836547857,50.35868835449218],[25.74693870544444,50.35826110839854],[25.73703002929698,50.36376953125011],[25.74489593505853,50.37606811523437],[25.73498535156244,50.38157653808593],[25.723711013794,50.39895629882812],[25.72303009033203,50.40489578247081],[25.71311569213878,50.41040420532238],[25.70320320129394,50.41591262817388],[25.70252227783214,50.4218521118164],[25.70115661621099,50.43372726440429],[25.70047569274902,50.43966674804698],[25.70970726013194,50.44009399414074],[25.71826362609863,50.44646072387706],[25.74596977233897,50.44774246215825],[25.75520515441906,50.44816970825206],[25.75588607788085,50.44223022460937],[25.75656509399419,50.43629074096685]]]]}
Dzhankois'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[34.40473175048833,45.68830871582042],[34.41282272338872,45.68255996704101],[34.41242218017589,45.67704772949229],[34.42050552368169,45.67130279541027],[34.42938613891601,45.67660140991205],[34.4378662109375,45.67638778686534],[34.44593429565423,45.67067337036144],[34.43705368041997,45.66535949707036],[34.42738342285156,45.64898681640636],[34.41852569580089,45.64366149902355],[34.41005706787115,45.64387893676763],[34.40159225463872,45.64410400390625],[34.36770629882812,45.64506530761718],[34.35960388183604,45.65087127685552],[34.34263992309575,45.65140533447271],[34.35149383544922,45.65668106079106],[34.35186386108409,45.66222763061529],[34.34337615966808,45.66250228881836],[34.33525085449218,45.66832733154297],[34.34448623657226,45.67911911010742],[34.35336303710937,45.68436431884765],[34.3618621826173,45.68408584594726],[34.35374069213872,45.68988800048828],[34.35411834716796,45.6954078674317],[34.36301040649413,45.70064163208007],[34.37152099609375,45.70036315917969],[34.37963485717779,45.69458007812511],[34.37924575805664,45.68906784057622],[34.38774108886724,45.68880844116205],[34.39624023437511,45.68855285644531],[34.40473175048833,45.68830871582042]]]]}
Enerhodars'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[34.62491989135747,47.47879791259765],[34.62456893920903,47.47282028198247],[34.63353729248046,47.47861099243175],[34.63388442993169,47.48458862304692],[34.63423156738292,47.49056625366216],[34.64284896850591,47.49037551879888],[34.65111923217784,47.4842147827149],[34.65973663330083,47.48403167724615],[34.66800689697277,47.47787094116222],[34.6673088073731,47.46591567993164],[34.65869140625011,47.46609878540039],[34.64972686767589,47.46030807495128],[34.64076232910167,47.45451736450201],[34.64041519165044,47.44853973388677],[34.63145065307622,47.44274520874034],[34.62318420410167,47.4489135742188],[34.61491394042974,47.45507812500011],[34.60664367675781,47.46124267578125],[34.5983772277832,47.46741104125971],[34.57252502441406,47.46798706054693],[34.56390762329107,47.46817779541021],[34.55597305297863,47.48031997680675],[34.55631637573253,47.48629379272455],[34.58252334594726,47.49169921875011],[34.58286666870128,47.49767303466796],[34.59148788452148,47.49748229980468],[34.60010910034179,47.4972915649414],[34.60837936401373,47.49112701416026],[34.61699676513672,47.49094009399419],[34.61630249023448,47.47898483276378],[34.62491989135747,47.47879791259765]]]]}
Fastivs'ka||Misto|City|{"type":"MultiPolygon","coordinates":[[[[29.94028282165527,50.1201782226563],[29.94956016540538,50.11436080932623],[29.95858764648448,50.1144409179688],[29.96787261962896,50.10862350463872],[29.96813583374029,50.10272979736328],[29.97768974304199,50.09101867675792],[29.97795295715332,50.08512496948247],[29.98698616027837,50.08520126342784],[29.98725128173828,50.07930755615239],[29.97899818420415,50.0615577697755],[29.97926139831548,50.05566787719738],[29.96996307373052,50.06148147583013],[29.9609375,50.06140899658208],[29.94341278076171,50.04946517944341],[29.93465614318847,50.04348754882817],[29.92538261413568,50.04929733276372],[29.91611289978033,50.05510330200189],[29.89836692810064,50.0490341186524],[29.88962936401378,50.04304885864269],[29.88037681579589,50.04884719848632],[29.88011741638194,50.05474090576177],[29.8798599243164,50.0606307983399],[29.87959861755365,50.06652450561534],[29.88859176635747,50.06661987304698],[29.87908172607416,50.07831192016607],[29.88755416870128,50.09019088745128],[29.88703727722162,50.10198211669921],[29.87778854370128,50.10778045654302],[29.86880493164062,50.10768890380859],[29.86854743957525,50.11358261108403],[29.88626098632818,50.11966323852544],[29.8952522277832,50.11975479125988],[29.89551162719732,50.11386108398443],[29.90476608276367,50.10805511474609],[29.91351127624523,50.11403656005865],[29.91325187683111,50.11993026733409],[29.92251777648931,50.11412048339854],[29.94028282165527,50.1201782226563]]]]}
